project_id,source_id,subject_type,subject_id,subject_name,sector_id,claim_supported,source_type,source_title,source_date,url_or_path,confidence,evidence_ids,extracted_fields,notes,access_status,retrieved_date
tech_ai_semiconductor,BAO-DAILY-TRADING-OPTICAL-20260620,sector,cpo_optical_module_silicon_photonics,光模块/CPO/硅光,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 日线行情缓存 - 光通信链 trading_heat,2026-06-20,investment_system/data/raw/baostock/daily_kline/2026-06-20/,高,"EV-TH-CPO-300308-20260620,EV-TH-CPO-300502-20260620,EV-TH-CPO-603083-20260620,EV-TH-CPO-002281-20260620,EV-TH-CPO-000988-20260620,EV-TH-CPO-300548-20260620",structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-000988-20260619,company,000988.SZ,华工科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 华工科技 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-000988-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-002281-20260619,company,002281.SZ,光迅科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 光迅科技 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-002281-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-300308-20260619,company,300308.SZ,中际旭创,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 中际旭创 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-300308-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-300394-20260619,company,300394.SZ,天孚通信,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 天孚通信 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-300394-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-300502-20260619,company,300502.SZ,新易盛,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 新易盛 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-300502-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-300548-20260619,company,300548.SZ,博创科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 博创科技 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-300548-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-300570-20260619,company,300570.SZ,太辰光,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 太辰光 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-300570-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,BAO-STOCK-603083-20260619,company,603083.SH,剑桥科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,database,BaoStock 剑桥科技 财务+行情数据,2026-06-19,investment_system/data/raw/baostock/,高,EV-HSOM-COMPANY-603083-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-000988-20260619,company,000988.SZ,华工科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,华工科技 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-000988-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-002281-20260619,company,002281.SZ,光迅科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,光迅科技 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-002281-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-300308-20260619,company,300308.SZ,中际旭创,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,中际旭创 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-300308-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-300394-20260619,company,300394.SZ,天孚通信,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,天孚通信 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-300394-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-300502-20260619,company,300502.SZ,新易盛,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,新易盛 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-300502-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-300548-20260619,company,300548.SZ,博创科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,博创科技 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,中高,EV-HSOM-COMPANY-300548-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-300570-20260619,company,300570.SZ,太辰光,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,太辰光 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-300570-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-BUNDLE-603083-20260619,company,603083.SH,剑桥科技,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,剑桥科技 legacy company evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,高,EV-HSOM-COMPANY-603083-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
tech_ai_semiconductor,HSOM-COMPARISON-20260619,sector,cpo_optical_module_silicon_photonics,光模块/CPO/硅光,cpo_optical_module_silicon_photonics,Gated formal evidence linkage for cpo_optical_module_silicon_photonics,other,光模块/CPO/硅光 横向比较 evidence bundle,2026-06-19,investment_system/research/evidence/high_speed_optical_modules.yaml,中,EV-HSOM-SECTOR-COMPARISON-001,structured_evidence,FORMAL_GATED_REVIEW_ONLY; source copied from active evidence YAML,,
